id,count
0,91.61859443631039
1,223.54685212298682
2,77.19253294289898
4,28.21156661786237
5,52.02855051244509
10,114.47803806734993
11,199.64860907759882
12,325.01098096632506
15,39.63836017569546
17,129.8250366032211
18,301.1456808199122
23,248.900439238653
25,89.0827232796486
26,39.79575402635432
31,203.03147877013177
39,145.98901903367496
40,26.395314787701317
41,170.68301610541727
42,372.9538799414348
43,152.26720351390924
51,196.81918008784774
52,85.9714494875549
54,17.54245973645681
60,137.48389458272328
61,151.4150805270864
62,108.00732064421669
63,29.018301610541727
65,112.55783308931186
66,110.71669106881406
68,133.18301610541727
71,70.86310395314787
80,29.816251830161054
82,68.99487554904832
94,136.25109809663252
98,260.9904831625183
101,34.59443631039532
102,135.1537335285505
107,88.73718887262079
112,236.73133235724742
113,74.79502196193265
115,52.618594436310396
116,117.2796486090776
120,153.47584187408492
121,76.00219619326501
122,333.2891654465593
132,206.3506588579795
143,79.77818448023426
147,62.56808199121523
150,17.83528550512445
151,84.62005856515373
152,219.75256222547586
153,88.7276720351391
155,181.19253294289896
156,60.22401171303075
159,190.4289897510981
161,122.94363103953148
163,48.07027818448024
177,166.50805270863836
186,16.388726207906295
188,19.74743777452416
190,87.8316251830161
191,89.2584187408492
192,262.6800878477306
195,310.0658857979502
200,150.900439238653
209,315.3484626647145
210,14.686676427525622
211,212.71888726207905
214,143.11273792093704
215,23.708638360175694
218,102.72620790629576
219,33.57540263543192
222,135.03953147877013
225,15.035139092240117
228,316.10322108345537
236,200.12152269399706
241,36.72181551976574
242,173.41654465592973
243,204.80234260614935
245,17.669106881405565
247,249.85724743777453
251,129.08638360175695
252,78.46998535871157
253,81.61932650073206
254,90.24304538799414
258,322.2306002928258
260,48.071010248901906
261,173.19765739385065
265,87.60322108345534
266,279.86383601756955
267,295.02562225475845
269,151.80014641288435
270,67.13396778916545
275,100.68301610541728
278,36.71522693997072
279,84.50658857979502
286,89.46632503660322
287,28.9194729136164
288,213.67349926793557
289,147.81185944363105
293,18.57393850658858
294,139.07759882869692
297,33.51830161054173
302,124.0117130307467
303,74.63469985358712
304,54.83162518301611
307,102.85724743777452
309,16.04099560761347
311,174.0402635431918
312,121.51098096632504
314,174.59809663250365
315,201.63689604685212
319,166.96412884333822
322,109.63469985358712
323,65.79868228404099
325,112.08711566617862
327,239.40922401171304
330,37.37481698389458
332,200.61493411420204
333,17.7701317715959
338,101.33601756954612
341,113.15226939970718
345,178.81185944363105
348,123.75768667642753
349,47.35578330893119
350,116.02489019033675
352,49.325768667642755
355,17.756222547584187
356,229.39970717423134
358,55.758418740849194
363,127.4575402635432
369,180.38579795021963
371,18.430453879941435
372,142.20204978038066
375,301.0461200585652
380,133.79062957540265
388,45.464860907759885
391,133.23352855051243
392,261.0834553440703
393,376.05636896046855
394,204.8250366032211
396,27.026354319180086
401,35.811859443631036
407,85.10029282576866
409,99.20790629575403
410,108.31185944363104
416,110.54904831625183
418,114.4502196193265
420,147.13909224011712
421,218.4245973645681
422,121.95314787701318
424,288.71669106881404
428,327.5424597364568
429,219.67935578330892
431,162.1398243045388
435,13.626647144948755
439,112.55636896046852
441,13.049048316251831
447,81.21742313323573
449,126.26866764275256
451,136.796486090776
452,17.045387994143486
454,205.23499267935577
458,226.86896046852124
463,125.77672035139092
467,14.166178623718887
470,230.62005856515373
471,155.28404099560763
474,287.92752562225473
478,15.353587115666178
483,127.22620790629576
484,110.73206442166911
485,83.60322108345534
486,129.47437774524158
491,98.43265007320645
494,102.15007320644217
495,235.0073206442167
497,202.3133235724744
499,157.10614934114201
515,113.37262079062957
518,223.2847730600293
521,188.0285505124451
525,146.22840409956075
529,256.1398243045388
532,141.97218155197658
534,79.83674963396778
540,92.9502196193265
544,299.70571010248904
547,163.56295754026354
549,45.47657393850659
563,36.31259150805271
564,147.38067349926794
567,124.40117130307468
572,108.57906295754026
577,112.17276720351391
578,235.40702781844803
585,336.2686676427526
588,136.3345534407028
589,115.89092240117131
590,104.7086383601757
592,16.025622254758417
594,225.57613469985358
596,15.519033674963397
598,341.15300146412886
599,138.68301610541727
605,33.30966325036603
606,125.66617862371889
607,255.27891654465594
608,216.35212298682285
609,63.658857979502194
610,284.08418740849197
611,196.63103953147876
614,129.1588579795022
615,218.1822840409956
616,247.9077598828697
617,125.26793557833089
618,236.7679355783309
624,119.74597364568082
629,130.55856515373353
631,92.09882869692532
633,93.5424597364568
637,25.12298682284041
638,100.99414348462665
643,63.80819912152269
644,143.9121522693997
645,35.94363103953148
646,205.32869692532944
648,191.26281112737922
650,36.650073206442165
651,205.0307467057101
652,268.3038067349927
656,112.84553440702781
657,17.235724743777453
659,86.5
660,194.17423133235724
662,101.97364568081991
665,381.38213762811125
675,325.5146412884334
681,154.94948755490483
682,205.05636896046852
685,19.713762811127378
