id,count
0,90.53
1,228.23
2,97.91
4,26.34
5,74.42
10,114.77
11,145.58
12,326.52
15,39.68
17,140.16
18,301.72
23,248.69
25,92.72
26,38.48
31,203.48
39,156.18
40,26.42
41,188.58
42,357.74
43,156.45
51,195.55
52,90.01
54,18.48
60,132.28
61,148.46
62,110.4
63,30.62
65,112.29
66,110.61
68,126.61
71,69.63
80,31.57
82,68.51
94,136.55
98,257.26
101,33.87
102,132.94
107,153.21
112,232.52
113,71.03
115,52.35
116,117.5
120,156.67
121,86.16
122,334.6
132,202.04
143,76.5
147,60.03
150,17.63
151,83.45
152,218.67
153,89.13
155,182.05
156,111.9
159,190.01
161,116.4
163,48.7
177,168.79
186,16.29
188,20.22
190,81.32
191,90.1
192,269.26
195,306.88
200,151.19
209,317.67
210,14.55
211,209.84
214,145.03
215,25.21
218,106.12
219,34.89
222,122.14
225,15.32
228,321.86
236,197.99
241,36.97
242,169.4
243,207.56
245,17.8
247,247.92
251,132.37
252,74.1
253,81.5
254,90.33
258,318.06
260,47.98
261,178.94
265,87.68
266,273.29
267,292.73
269,145.88
270,66.79
275,100.12
278,37.14
279,85.89
286,82.6
287,29.34
288,216.45
289,149.73
293,18.67
294,130.69
297,33.79
302,124.34
303,74.14
304,78.96
307,103.63
309,16.41
311,180.71
312,131.1
314,174.64
315,203.95
319,163.55
322,110.7
323,65.98
325,110.07
327,236.07
330,39.67
332,210.8
333,17.51
338,102.49
341,118.38
345,202.24
348,108.74
349,47.58
350,112.59
352,53.25
355,17.41
356,234.72
358,56.02
363,123.57
369,172.1
371,18.92
372,141.95
375,311.78
380,129.98
388,46.78
391,136.15
392,259.47
393,361.28
394,206.97
396,27.4
401,35.31
407,81.71
409,99.39
410,109.01
416,69.31
418,114.63
420,150.53
421,216.06
422,124.02
424,295.89
428,318.41
429,231.15
431,153.1
435,14.75
439,106.75
441,14.28
447,80.74
449,127.93
451,144.42
452,17.05
454,199.2
458,237.43
463,127.08
467,13.93
470,233.46
471,145.95
474,284.05
478,14.98
483,129.15
484,108.87
485,85.38
486,130.94
491,99.01
494,110.18
495,238.85
497,212.84
499,155.87
515,114.95
518,219.35
521,183.03
525,152.63
529,264.18
532,144.94
534,79.51
540,92.82
544,304.07
547,163.5
549,46.76
563,37.72
564,147.56
567,124.35
572,112.47
577,114.72
578,243.09
585,326.88
588,133.8
589,114.4
590,104.9
592,16.23
594,230.78
596,15.45
598,335.91
599,141.3
605,31.93
606,127.84
607,252.64
608,214.5
609,64.19
610,286.07
611,192.69
614,128.28
615,219.69
616,249.23
617,128.49
618,237.84
624,119.23
629,136.23
631,89.89
633,96.78
637,27.24
638,101.21
643,62.56
644,144.99
645,37.42
646,206.55
648,189.92
650,35.52
651,202.13
652,264.54
656,104.43
657,17.78
659,84.36
660,190.43
662,100.74
665,356.57
675,324.05
681,155.31
682,194.19
685,18.96
686,203.86
689,25.64
696,144.26
703,148.43
704,99.29
705,119.06
714,235.32
717,105.23
718,14.93
720,69.38
721,254.37
723,233.89
726,195.63
728,148.19
730,207.7
731,28.41
734,340.61
737,73.54
738,18.23
745,135.01
746,26.4
749,229.36
752,25.07
753,174.5
758,227.29
765,15.77
766,228.04
768,85.21
769,183.41
774,128.96
775,104.41
781,52.84
784,320.66
794,18.6
795,277.24
796,80.62
802,177.28
803,211.5
805,38.63
806,283.57
807,100.66
809,14.92
810,152.81
812,212.81
814,116.09
818,245.09
819,142.78
825,60.49
836,109.06
839,121.18
847,266.39
848,193.75
851,109.15
852,137.82
853,31.84
857,142.16
858,47.03
859,222.46
861,25.23
867,100.84
870,215.59
871,211.65
872,198.72
874,356.28
881,197.91
886,140.33
890,53.88
895,176.89
899,86.94
900,277.54
901,261.57
902,236.21
903,41.43
913,255.19
918,186.86
923,133.22
924,43.32
926,26.01
927,19.19
930,217.41
934,34.17
937,129.32
939,86.33
941,79.34
942,372.89
946,270.89
950,99.71
953,73.86
959,103.07
961,25.8
962,88.82
964,80.57
969,176.04
971,141.53
976,41.26
978,238.92
980,235.92
981,135.92
990,354.63
993,20.34
996,21.75
998,322.62
999,163.72
1006,117.33
1008,14.09
1013,28.18
1015,101.71
1016,119.14
1022,293.79
1026,217.51
1028,237.91
1031,72.26
1034,46.18
1037,161.87
1040,63.09
1042,20.66
1046,19.92
1048,100.71
1049,110.02
1050,68.55
1051,208.44
1052,236.1
1055,214.64
1060,151.11
1064,26.87
1066,64.05
1071,99.63
1073,14.79
1089,196.75
1091,89.79
1092,58.7
1093,237.08
1096,308.63
1097,218.84
1098,19.77
1099,39.15
1102,199.73
1107,104.08
1109,41.02
1111,157.4
1112,112.41
1114,312.29
1116,286.63
1117,114.44
1118,85.72
1122,136.33
1124,163.55
1127,125.13
1133,222.24
1134,40.29
1135,143.84
1139,299.62
1143,48.39
1150,121.25
1151,113.78
1153,271.24
1155,27.57
1162,28.06
1163,218.6
1166,21.47
1171,90.48
1172,14.02
1173,248.39
1174,90.5
1177,111.16
1178,175.3
1184,190.27
1185,112.28
1186,123.61
1187,172.34
1188,283.54
1191,137.31
1207,120.63
1213,47.58
1215,123.43
1223,172.41
1227,118.78
1236,55.79
1237,48.81
1238,19.71
1241,27.13
1248,16.67
1250,39.91
1251,165.16
1253,113.49
1255,100.0
1257,161.63
1261,111.07
1262,329.97
1265,131.93
1273,180.08
1277,262.57
1278,105.57
1280,112.46
1284,212.24
1285,339.15
1288,29.13
1295,108.97
1297,350.29
1299,247.32
1304,151.39
1308,40.14
1310,97.0
1311,116.19
1314,92.73
1315,102.58
1318,34.9
1320,337.89
1321,284.05
1322,235.43
1330,120.38
1333,165.24
1334,210.83
1341,115.82
1344,120.16
1351,244.86
1354,106.51
1356,47.03
1363,116.51
1365,196.11
1369,124.28
1373,115.59
1375,110.47
1377,91.09
1379,130.33
1380,276.42
1381,104.63
1384,168.46
1390,178.18
1393,232.22
1395,48.58
1399,331.95
1400,101.31
1401,163.18
1404,176.9
1408,15.34
1409,28.13
1413,218.98
1416,283.16
1418,97.32
1423,101.25
1424,26.7
1425,14.9
1433,221.31
1434,145.96
1436,338.89
1442,243.12
1444,83.76
1445,121.72
1452,221.39
1455,164.17
1462,69.82
1467,67.78
1472,43.41
1475,190.19
1493,105.19
1501,230.79
1503,296.35
1504,216.64
1505,14.43
1511,204.98
1512,47.49
1513,75.73
1514,33.67
1528,237.89
1533,222.31
1534,29.77
1536,151.24
1537,64.06
1539,213.08
1550,216.57
1552,211.82
1554,203.43
1555,355.32
1556,104.93
